user_id,rollcall_score,class_activity,discipline,total_quizzes_avg
5431,12,6.22,13.82,12.85
11816,14,14.8,11.8,5.43
1823,10,11.43,14.21,11.64
124,5,7.85,6.95,13.75
19383,10,6.79,6.18,10.16
11309,7,14.27,9.94,11.67
9759,8,7.56,13.19,8.6
10122,9,9.38,6.99,11.42
4749,7,13.77,7.52,13.83
12803,9,11.59,10.98,5.4
17276,12,9.32,13.66,13.37
19017,10,13.05,14.07,7.02
10054,15,10.09,14.63,8.1
2883,8,8.0,10.85,13.2
13579,10,10.84,10.93,13.87
8259,9,12.98,11.14,12.11
12234,11,12.19,6.71,8.26
8176,6,6.72,13.14,7.16
7522,15,11.8,11.38,11.08
1943,10,11.49,14.63,7.78
10243,8,6.14,7.14,10.4
2335,14,8.61,12.5,5.11
5251,5,8.94,8.11,7.32
9316,12,11.79,7.12,8.58
10634,13,13.98,13.19,8.23
9355,5,11.32,10.23,11.29
16045,8,5.44,13.76,14.84
19965,9,9.16,13.33,8.79
9755,14,10.27,7.52,8.59
16758,14,11.99,13.54,14.13
16211,13,8.32,7.38,12.28
7472,15,6.9,8.44,10.52
11190,10,8.27,14.86,12.32
2536,10,11.8,13.43,11.08
6996,12,7.91,7.29,8.53
3723,12,10.73,12.2,11.85
15575,8,13.24,7.96,9.5
1709,12,8.65,13.48,14.41
2957,7,11.2,11.49,5.06
6816,14,10.8,8.44,8.91
8661,11,13.6,8.31,12.58
17142,7,13.93,5.49,12.97
5007,15,14.91,12.32,13.27
7322,7,12.5,10.9,7.33
16183,7,12.11,14.02,7.93
5669,13,7.35,5.74,5.6
5385,10,5.89,14.83,11.23
9421,8,6.21,10.18,7.87
4702,5,14.12,5.89,12.52
788,12,7.54,6.55,6.86
16021,9,12.97,5.16,6.45
5354,8,11.85,5.59,11.16
6099,15,11.75,8.08,11.02
9699,11,12.44,14.27,7.22
17276,5,12.05,10.57,8.54
7635,8,11.31,9.94,5.8
17437,15,9.76,5.37,10.25
6269,5,5.9,12.72,10.11
19604,7,11.21,5.59,12.44
10514,11,14.94,12.33,5.16
4960,10,14.36,8.66,13.99
14046,7,13.62,8.88,5.82
8536,7,6.31,10.41,5.08
13290,11,11.05,8.49,5.16
2191,5,8.85,7.24,8.42
18243,9,12.44,10.9,14.01
518,14,14.06,11.75,12.8
14799,8,8.25,11.58,12.82
3754,11,9.56,10.93,8.72
5108,10,11.36,8.83,6.87
19238,5,7.57,13.47,11.29
13142,8,8.7,6.69,13.79
14710,15,8.6,13.68,5.35
33,10,11.36,13.96,10.4
16771,15,10.45,10.07,14.94
19478,13,13.72,11.84,6.68
12297,13,7.75,11.27,8.55
4304,6,9.6,10.27,5.36
9383,7,9.3,9.66,9.37
8962,9,14.53,14.51,10.49
3459,9,7.69,9.7,13.25
16511,8,11.77,12.12,14.84
4476,10,11.98,9.36,10.98
16603,12,10.23,13.21,9.4
15940,11,14.99,5.76,11.73
16448,12,11.86,12.44,8.58
11765,9,11.55,7.55,13.04
5000,15,9.36,12.48,9.84
5415,7,10.41,14.02,14.67
11641,10,10.08,9.63,10.39
1211,10,12.08,7.06,9.5
15831,6,14.95,7.52,14.37
10914,13,5.34,12.33,14.3
5265,13,7.01,13.21,6.55
17555,15,11.58,6.55,8.9
9485,9,6.46,11.4,10.63
6539,7,8.54,11.92,12.97
12793,12,7.8,14.67,11.02
6446,5,8.58,9.84,7.64
13394,8,6.84,12.53,12.85
16215,8,14.21,8.96,6.23
3757,7,13.63,9.89,13.94
1511,10,14.42,8.29,5.27
18423,6,11.79,13.4,14.54
12908,13,6.96,8.87,5.72
4821,5,10.62,12.35,13.39
19367,7,9.54,8.38,11.45
17490,15,8.27,7.09,7.39
191,7,14.35,10.86,13.55
4926,15,6.76,13.65,9.94
19102,15,10.17,8.25,9.04
19201,13,8.12,10.96,9.01
862,6,7.54,7.9,9.9
15653,10,9.86,13.01,6.21
17311,12,5.77,13.97,12.32
11266,6,11.16,6.18,6.39
9716,9,14.16,7.21,11.99
2212,7,5.61,11.24,5.85
9784,14,12.31,13.56,8.37
9689,6,7.5,12.81,7.29
8525,13,11.59,14.5,14.7
14973,15,8.21,12.99,6.3
13238,11,8.44,13.56,8.31
10629,10,10.68,5.46,9.08
7799,8,7.03,9.55,6.85
16075,9,11.37,6.28,13.6
14748,10,9.77,10.12,7.16
6878,10,10.68,10.78,5.33
13120,12,13.57,10.16,14.8
11330,8,5.61,9.18,9.17
6328,12,10.08,9.6,10.62
10073,6,9.38,7.53,5.35
10124,10,9.17,6.48,6.16
1969,13,6.25,14.75,9.91
8130,10,7.15,8.86,9.71
9853,12,12.34,14.13,10.89
10717,6,13.36,13.61,5.89
11271,12,10.18,11.54,11.64
6477,12,7.59,9.3,14.48
6257,8,9.31,12.94,7.67
3945,12,13.4,8.03,11.54
10575,7,14.2,11.5,9.38
16124,8,13.91,9.86,5.18
12493,10,6.32,7.57,9.39
19173,11,8.17,12.55,6.26
6235,13,10.05,12.46,9.46
10421,8,10.58,11.4,11.46
14042,9,11.19,5.58,11.53
14893,9,6.05,6.87,13.36
11686,9,14.9,9.59,8.7
4285,13,13.65,13.23,12.51
13430,13,8.02,5.14,7.21
2981,7,11.71,12.84,5.72
12208,12,7.13,11.26,8.77
15179,8,14.48,7.32,8.86
18951,5,5.94,9.9,10.92
14559,7,13.33,11.42,9.95
16963,5,7.34,13.69,12.31
1198,10,8.17,13.46,10.66
11192,13,11.32,11.12,13.87
14108,5,8.63,12.55,14.21
9924,14,12.55,8.18,9.22
256,9,5.38,12.34,11.15
10250,9,6.98,6.73,7.7
12531,15,6.89,12.66,5.12
12582,12,11.54,6.17,9.35
19788,11,6.13,8.06,9.12
2848,9,10.19,10.81,14.16
13745,13,9.76,5.16,11.24
1400,11,11.52,13.42,12.15
5891,7,13.24,10.0,8.41
16708,12,14.85,7.26,9.48
5453,10,6.93,9.61,9.95
7736,15,8.84,7.76,8.56
15584,6,10.29,12.41,14.79
11894,11,7.47,11.1,10.59
2511,12,9.34,12.09,6.5
12661,13,7.0,7.72,11.71
13533,12,11.32,7.81,13.95
16051,12,6.07,6.12,7.15
4604,11,8.48,10.72,12.8
1593,7,5.77,12.21,9.02
2139,7,13.7,14.98,5.58
19197,8,13.3,5.8,12.63
2836,7,10.08,7.84,6.13
6510,7,13.06,12.2,12.65
9551,14,13.92,9.52,11.7
10292,13,10.15,10.68,12.18
13820,8,7.44,10.76,10.35
15704,6,11.27,6.3,14.16
9733,6,9.05,11.36,9.12
9552,12,5.42,6.64,11.72
3525,7,11.45,5.72,13.96
1429,12,5.18,6.25,6.16
12522,11,13.6,7.57,10.75
12758,10,11.9,12.6,13.63
3902,7,11.36,12.76,8.15
10784,12,5.42,11.05,13.08
15260,12,13.13,14.24,14.59
10202,8,5.62,7.23,11.58
19365,11,14.29,8.49,14.83
8042,12,11.51,9.96,9.83
2506,12,8.71,12.7,14.32
15733,13,8.03,8.89,5.03
4110,10,7.03,9.02,14.96
14004,9,10.68,9.01,10.77
1089,14,5.81,6.66,6.82
18588,9,6.6,11.6,7.56
5584,15,8.93,14.85,6.27
15465,6,13.99,10.42,5.51
1050,14,10.93,6.72,8.89
5538,14,11.52,13.66,12.54
1058,13,9.8,13.64,14.51
17746,15,14.8,14.1,5.73
9355,15,12.32,13.22,8.48
11715,14,11.6,7.52,10.53
15966,15,14.31,8.67,10.92
10932,14,9.97,7.75,13.37
861,12,9.77,5.57,7.76
13450,13,6.81,11.85,13.88
2453,7,8.45,11.6,11.47
9763,11,14.09,10.72,8.88
12765,6,13.76,13.47,10.36
12288,6,5.13,14.59,14.03
15633,6,14.8,14.53,9.24
13306,8,7.3,6.51,6.83
5536,15,5.79,8.46,12.52
13724,10,7.14,5.93,14.85
10237,5,8.46,6.33,7.53
17402,9,10.9,11.72,7.36
7181,7,7.98,11.04,12.07
18012,7,6.6,5.66,13.27
16956,12,13.42,6.47,9.07
8228,14,8.0,7.63,6.66
7293,6,6.58,11.41,8.12
3879,5,12.79,14.11,9.06
5326,12,10.72,12.58,14.98
7203,12,9.8,14.26,10.92
17461,13,14.25,14.5,13.07
6816,11,11.25,11.18,10.53
10640,11,5.46,11.29,10.55
19995,7,7.09,8.78,8.14
17727,15,6.47,9.43,14.7
3645,12,8.11,14.31,10.0
4905,11,14.87,9.69,14.39
6033,14,12.78,8.87,8.48
9360,9,8.47,10.11,13.46
4806,15,11.7,7.34,11.05
5029,10,5.01,12.67,12.37
10907,15,11.02,9.63,10.97
500,11,14.06,5.11,9.36
14668,5,8.42,7.35,12.55
13008,7,13.95,8.53,11.65
10641,12,6.58,7.22,13.58
19172,10,10.03,7.18,8.53
8737,12,14.95,13.57,13.51
17853,6,5.38,10.41,13.64
7227,15,9.33,10.87,8.12
9548,13,8.07,13.7,9.29
4222,7,8.89,11.28,11.51
7057,13,5.56,11.21,7.87
5493,8,10.81,6.99,12.86
1491,7,8.52,11.6,12.16
18413,10,6.25,12.63,6.93
14541,9,10.71,6.15,6.9
18304,6,10.37,8.15,11.35
6346,7,11.96,10.5,12.25
9890,11,11.53,11.41,6.82
5521,8,14.22,9.4,7.27
7247,6,7.76,7.32,5.14
902,14,6.06,10.41,11.36
1448,6,13.11,13.67,13.14
16451,9,10.29,11.19,10.79
13447,10,6.75,10.35,8.12
3069,15,14.97,9.9,13.14
19728,9,13.51,11.5,11.99
1374,8,10.15,11.03,14.51
16318,8,9.21,6.34,12.03
1396,14,8.16,10.83,8.55
8373,12,8.04,6.13,9.99
10420,14,5.73,11.79,8.01
13980,11,13.41,5.51,7.03
14299,8,10.33,7.49,8.02
18933,11,13.68,8.31,11.25
13031,7,7.42,6.53,5.27
13979,7,6.57,8.98,13.79
18892,15,9.84,10.63,10.51
9955,13,12.52,8.57,14.37
8821,14,13.47,12.24,5.09
16476,11,5.7,14.69,7.72
4889,9,7.93,10.74,11.34
11662,11,10.84,6.06,7.99
2064,14,13.86,10.89,13.38
5910,7,7.36,6.32,6.28
9556,15,6.76,13.62,9.4
13317,12,12.46,12.99,11.32
10207,13,10.8,5.18,9.81
2405,8,7.89,14.2,12.89
14461,7,5.3,12.95,13.74
10254,15,7.44,12.79,7.34
17575,14,11.34,11.47,8.78
7014,12,6.77,5.77,6.5
11225,13,13.06,10.05,6.94
12528,15,5.28,6.56,11.04
11542,9,6.24,6.09,14.51
8267,5,8.67,10.22,8.38
10469,12,7.32,11.61,7.76
11491,6,8.79,6.26,8.39
616,7,13.96,5.14,11.02
10069,8,12.65,10.75,8.75
9469,5,5.14,13.88,5.35
9346,10,10.74,9.14,8.04
6094,11,10.66,6.64,7.76
8277,6,6.9,6.11,5.21
17507,10,12.71,6.15,14.5
18049,8,12.46,14.06,8.06
14663,13,10.81,5.63,9.14
3178,5,5.59,14.68,8.66
3106,5,5.15,6.81,6.42
1478,6,12.55,10.03,11.89
14882,8,13.23,7.25,9.67
10832,5,9.45,6.41,10.57
8065,12,13.52,12.22,12.89
1870,5,14.29,5.6,9.75
10744,7,6.98,6.41,6.84
772,15,13.49,10.21,10.58
9335,5,5.55,10.19,8.38
3647,13,11.94,7.24,14.59
2152,6,6.91,12.02,10.83
13130,13,11.98,14.48,6.45
16056,14,12.4,10.61,13.26
14555,7,5.02,8.43,9.85
19127,7,13.33,12.76,7.7
7594,5,12.78,12.97,11.14
7327,5,11.34,8.76,8.55
15075,5,13.67,11.93,5.33
18783,10,12.12,7.08,14.81
540,9,6.68,10.54,6.49
11707,13,7.25,13.48,5.05
14000,12,13.16,8.46,6.85
6577,6,11.16,7.0,5.79
4175,6,8.16,13.21,9.77
16931,13,11.84,11.57,7.91
18212,14,6.07,13.75,12.18
15044,11,8.77,12.95,7.62
13258,14,10.23,12.04,14.98
17345,15,9.73,13.58,6.88
6558,10,8.53,12.11,10.36
12382,15,13.21,5.27,6.17
7865,8,12.24,11.91,5.67
18288,11,11.11,10.82,6.21
9784,12,5.83,13.74,10.12
13004,13,13.87,6.11,8.84
13252,11,10.48,12.15,8.01
7442,8,14.39,7.44,9.26
19783,14,8.24,6.59,6.37
8357,13,12.42,8.42,11.04
5022,13,14.2,10.83,5.87
19951,11,5.3,10.43,13.77
2122,13,6.01,9.2,12.22
13840,5,10.06,7.25,11.74
17982,11,9.53,8.0,13.37
9235,8,12.03,7.79,13.61
4286,9,13.49,12.64,11.8
14766,9,10.76,8.53,14.6
13536,11,7.84,5.15,9.08
7878,12,7.12,6.95,13.94
1771,11,14.61,13.84,6.23
1727,13,8.33,8.58,11.92
13917,10,11.13,12.51,14.98
16181,6,14.95,14.32,12.62
9411,15,9.86,6.43,8.01
4987,9,10.61,6.85,13.86
4716,8,14.21,7.28,9.55
2704,12,11.57,11.97,12.56
19750,9,6.48,12.12,10.32
4920,5,14.22,11.16,10.58
8444,9,6.66,12.27,8.59
3559,12,14.76,13.26,12.8
4521,10,11.05,12.96,7.81
7269,7,7.5,6.6,14.82
12558,8,8.32,14.83,13.26
4610,5,8.66,13.35,7.56
6267,15,14.48,7.9,14.96
18546,8,7.19,10.91,7.53
1543,13,8.2,11.5,12.11
853,9,8.07,11.89,14.65
13526,9,12.23,10.04,8.75
5771,9,14.13,12.97,6.08
11603,13,12.59,12.86,8.77
7372,6,7.9,7.33,11.96
17776,9,7.73,9.98,9.3
16252,11,11.61,8.4,11.91
13847,15,7.87,8.18,5.48
997,13,13.74,14.22,10.61
3528,5,7.36,5.74,8.15
1761,12,8.17,8.89,9.03
2833,10,5.38,14.39,14.69
2146,13,14.83,7.56,8.53
15077,6,14.36,5.06,9.86
10858,9,11.67,11.37,6.5
7186,14,12.19,8.74,11.65
8024,8,7.96,6.26,9.44
6776,13,7.4,11.31,10.13
10382,15,10.96,9.26,9.28
15066,14,9.4,11.3,9.86
13820,8,9.2,7.35,6.71
8545,14,11.74,8.24,5.51
19019,7,11.29,6.2,12.18
1747,11,5.17,10.47,10.84
10009,14,13.79,14.4,11.32
4542,7,12.48,10.17,6.48
19097,8,10.1,7.54,13.81
196,7,11.62,12.91,5.26
9573,11,5.48,6.37,14.95
11903,12,10.23,5.12,6.02
16250,7,7.25,9.94,8.74
10456,12,14.67,13.54,10.19
15228,12,9.12,9.43,13.16
10751,10,5.99,8.63,13.71
7831,10,10.57,11.22,8.79
2369,12,6.12,5.65,14.66
7368,6,12.9,6.22,12.54
9986,13,10.51,6.45,9.95
14139,13,9.81,7.35,14.56
6013,5,13.13,10.96,13.26
8751,9,10.79,11.63,14.36
8860,6,9.27,14.64,14.52
13562,12,5.47,10.73,14.43
8126,10,10.63,9.88,7.06
19909,10,9.62,12.59,13.1
7776,12,10.3,8.52,11.52
13366,14,5.46,5.26,14.42
13126,13,6.93,9.24,14.31
8223,10,11.18,7.45,10.18
13951,13,8.96,5.84,13.41
1133,12,8.65,7.92,14.14
5548,13,13.67,6.76,12.62
936,9,5.38,6.8,13.54
15372,6,12.35,12.05,13.7
17334,7,7.19,13.29,14.04
999,12,6.77,10.91,10.24
5207,8,12.22,8.52,5.93
11970,15,12.69,14.5,13.98
1508,14,13.63,8.13,9.25
15814,9,8.92,8.86,11.99
14323,12,13.71,9.72,12.83
9441,14,13.93,5.68,5.06
8411,11,9.78,14.64,8.17
15778,11,11.51,5.02,5.88
16964,15,10.99,8.87,8.58
9594,14,13.82,5.14,6.98
19162,10,6.73,9.84,11.85
13632,13,12.88,9.07,6.34
4975,7,6.81,13.19,7.27
19793,12,14.72,10.7,10.55
17874,6,9.81,8.43,6.14
14532,9,11.82,6.72,9.38
13965,12,5.28,11.9,5.29
2820,8,6.58,5.09,9.55
2290,15,11.6,10.3,8.34
6607,5,5.31,12.75,13.0
16463,10,14.98,7.36,9.11
11407,11,6.71,10.4,10.56
18371,15,6.63,5.33,7.59
4286,12,9.57,13.93,10.07
10493,5,7.98,14.1,11.95
16285,6,12.87,13.25,14.32
5076,7,14.78,5.28,10.65
7348,7,6.02,14.18,10.56
14903,11,5.93,8.33,8.12
11482,5,14.38,14.82,6.58
15589,15,6.74,9.17,6.63
7033,10,8.58,10.96,6.48
4694,15,9.12,13.91,8.28
17152,10,13.46,7.59,12.14
9705,7,5.07,6.94,13.15
1871,12,5.6,13.12,10.9
18664,5,13.55,10.28,13.24
3368,14,9.35,7.04,7.57
2350,14,13.86,11.88,9.25
8947,5,12.2,13.65,12.87
6329,15,10.72,10.92,8.01
1029,8,9.57,8.24,11.01
9393,14,13.53,6.62,12.64
19085,10,10.31,14.51,12.56
6721,15,11.84,5.98,14.26
11881,5,5.35,5.92,5.17
14683,6,6.71,8.57,11.69
9164,15,6.95,8.38,7.17
6704,10,10.35,9.4,14.67
13265,9,8.79,11.54,11.75
8069,11,8.19,11.35,9.54
15447,15,13.35,8.4,9.21
3852,13,9.75,13.76,14.95
4771,6,6.73,8.78,12.08
16564,9,6.57,7.94,14.26
17493,9,6.18,7.04,12.17
9016,6,8.73,13.0,13.19
13912,9,9.38,5.92,5.38
5085,6,7.87,7.52,11.73
8074,11,10.26,11.3,12.05
808,14,13.9,7.58,7.52
1782,6,9.45,11.86,6.06
12200,9,13.35,6.68,13.32
9299,11,10.33,14.95,13.81
17588,9,10.54,9.53,13.52
3545,6,7.08,14.38,10.81
10353,12,10.2,10.58,14.22
11405,9,8.7,6.44,11.73
8457,13,9.46,9.54,11.01
11060,6,11.05,9.71,5.16
156,7,6.55,5.37,12.34
14820,11,7.15,11.47,9.67
2640,5,13.78,11.53,12.13
3218,8,5.73,13.28,13.16
10281,7,5.26,7.6,9.44
17097,12,14.41,14.61,13.87
9176,13,10.24,8.63,10.32
4421,7,14.31,7.01,7.44
3458,13,11.32,9.83,8.17
5958,7,12.49,8.74,7.73
4580,12,10.56,8.12,6.95
9335,11,5.38,9.79,8.48
6380,13,12.11,12.8,8.78
5736,15,14.53,6.2,14.37
1058,15,6.42,7.47,8.63
8771,6,14.23,12.88,6.06
8899,5,5.52,6.36,12.46
6182,10,6.66,9.55,9.09
18921,6,12.03,13.43,7.4
903,14,5.02,11.61,10.5
18291,6,12.84,9.81,12.39
4718,12,9.69,13.29,6.81
14967,9,6.08,9.9,12.74
15122,11,8.91,12.33,12.86
17714,13,10.31,12.41,13.28
8719,8,7.93,8.23,14.33
18411,15,5.4,10.32,9.24
9220,5,14.84,10.29,14.77
4160,15,13.59,13.74,10.88
2080,13,6.05,13.99,9.88
15563,6,9.61,6.5,5.41
14243,12,7.73,11.96,5.29
3391,11,11.39,13.17,6.33
7144,11,12.29,7.29,5.89
2088,13,11.44,10.0,9.49
5303,14,7.28,5.97,11.46
15009,12,14.89,12.01,5.34
17453,9,6.31,13.61,5.17
8843,15,8.16,9.62,7.48
9460,6,7.26,14.79,12.86
16519,15,14.43,11.68,10.06
14588,8,14.25,11.84,5.27
5935,10,8.23,10.45,12.67
7551,9,12.63,10.1,7.75
4606,12,11.23,5.52,11.79
5311,8,6.38,8.6,11.72
7910,14,5.16,10.79,11.79
11629,10,12.81,12.28,6.99
5836,8,10.7,14.68,12.71
12996,7,10.23,5.45,6.6
16809,14,5.34,6.35,12.27
9807,13,14.0,14.34,7.87
12953,7,14.54,10.87,11.27
10485,6,5.91,9.86,13.12
3397,14,12.9,12.15,10.2
10777,10,6.22,9.7,13.47
16923,6,7.82,10.61,9.28
12290,14,6.94,11.57,6.91
14593,10,14.77,12.01,10.13
17114,9,8.57,10.21,5.14
19617,12,12.35,12.35,10.37
10102,11,10.27,13.29,12.32
19236,8,5.74,10.92,5.51
12206,7,10.01,12.52,12.05
13956,6,5.24,14.78,10.86
3660,6,8.03,11.5,9.48
17614,6,12.28,7.45,10.83
16350,7,13.5,7.3,10.07
9868,12,9.44,12.75,12.57
18320,8,14.69,11.72,13.22
4487,12,6.94,11.37,5.33
8730,7,12.6,7.57,9.7
11016,7,10.05,9.53,11.8
3132,15,9.79,10.29,8.74
9232,13,7.92,9.84,9.29
3455,8,8.77,7.93,13.11
5428,8,13.78,6.08,14.41
17456,7,12.55,7.86,14.35
5833,6,14.51,10.37,10.29
6619,8,14.42,9.59,12.9
2996,5,14.24,11.14,13.74
1692,8,10.07,6.93,6.59
6953,14,8.25,8.88,6.26
5850,13,6.15,8.53,6.3
15346,13,13.5,14.7,14.71
12968,14,13.3,13.2,14.07
10257,6,11.64,14.75,5.91
2209,6,8.44,14.05,14.84
978,10,13.44,6.99,10.71
11786,13,6.72,10.81,10.38
12707,9,13.08,10.26,8.09
14867,13,12.03,6.51,14.03
19408,10,7.08,13.15,10.93
19676,12,12.95,9.21,8.62
18807,15,13.33,9.01,8.89
19030,9,14.03,5.43,5.99
14827,13,5.83,12.18,12.05
7852,13,9.27,7.86,10.84
2762,13,5.44,8.26,7.72
18932,5,6.33,9.52,13.99
17342,10,12.31,14.14,12.85
1979,12,9.69,7.63,14.89
11550,10,12.4,13.85,9.77
19111,12,12.44,5.21,7.75
12528,10,5.24,11.39,13.83
7572,5,12.35,5.07,12.94
10769,10,8.24,6.18,11.93
2184,6,11.22,14.22,14.76
924,13,13.83,12.84,8.13
8470,6,11.94,14.56,14.3
6420,15,10.94,8.31,9.77
16322,6,9.37,12.66,6.02
16637,11,10.19,13.55,14.76
14364,6,9.8,10.58,5.42
17467,8,7.99,11.92,11.95
17788,7,7.27,13.97,9.58
5790,5,10.17,11.49,14.72
10967,14,8.1,10.09,11.51
3767,13,7.76,5.16,12.77
2384,8,10.1,7.87,12.19
11325,15,10.06,12.66,14.85
6195,9,11.08,9.57,14.91
16605,13,12.31,8.86,12.29
8368,13,9.83,14.85,14.5
14668,8,5.51,10.48,6.1
3457,14,5.89,7.32,7.31
12664,12,7.29,12.64,5.64
13560,12,8.78,5.38,9.29
11429,14,14.2,8.41,7.94
18258,15,14.39,6.84,13.54
3174,9,6.74,8.69,10.72
16280,6,9.95,8.79,7.67
15188,9,13.49,12.85,11.91
140,6,11.23,7.73,8.8
18084,11,12.62,5.42,8.45
7205,5,8.88,8.98,14.07
12745,7,8.94,13.15,5.62
7126,10,7.44,7.69,8.22
12058,6,12.28,8.85,11.83
11229,5,13.71,5.85,7.39
1214,6,13.47,6.96,11.67
17873,9,10.03,10.83,13.43
16818,6,8.62,9.18,9.85
17119,13,9.57,11.66,5.51
5848,11,6.61,7.29,8.72
11901,12,6.2,5.88,6.54
15308,15,8.49,8.0,9.15
9144,6,11.14,11.29,7.16
974,9,14.7,13.06,9.29
1931,5,12.57,8.73,8.02
12738,6,11.62,12.92,10.4
8773,9,8.14,6.15,7.03
6571,10,8.84,10.09,6.34
12139,8,8.88,6.83,7.4
4035,10,5.4,10.32,6.64
8381,13,14.52,12.59,10.75
12135,12,14.53,5.2,12.66
13930,6,6.38,5.19,7.42
4797,7,11.69,14.11,10.69
11342,8,8.69,8.87,9.61
8133,6,8.58,12.99,11.94
5285,15,7.41,8.76,7.29
11002,13,11.74,12.49,13.4
3684,14,12.67,12.92,7.14
18347,14,6.32,8.43,8.47
18495,9,13.29,10.54,10.87
148,5,13.04,5.38,14.28
11289,5,5.8,12.01,7.97
14056,11,7.96,7.97,14.69
2326,10,7.9,8.74,12.56
11387,14,5.45,7.6,8.83
5447,8,13.95,13.1,10.47
11763,14,10.93,5.04,13.37
13149,13,9.13,10.22,6.36
8712,12,13.0,10.67,11.78
1560,13,7.3,10.7,13.77
10720,7,8.1,6.29,11.42
1929,12,7.65,14.91,5.54
9408,14,13.98,7.16,10.96
18199,14,11.54,13.5,5.49
1917,9,14.55,13.0,8.28
17125,15,10.14,9.68,12.07
16267,7,5.6,13.96,11.97
18024,12,11.07,12.37,14.5
4626,7,10.53,12.61,5.07
16071,11,10.07,13.95,5.55
17333,11,11.8,10.58,13.5
8654,8,11.0,12.13,14.77
8321,9,12.88,5.81,11.25
707,7,14.68,7.74,13.02
8262,6,6.9,11.19,13.62
19758,9,6.45,12.42,5.04
5789,12,8.96,13.54,8.81
12437,8,8.2,12.59,13.86
11828,6,6.2,6.34,5.15
11704,10,10.44,10.16,12.43
1424,6,9.74,10.08,5.35
11243,13,6.47,6.45,14.57
14506,6,8.2,12.57,12.94
6010,10,14.71,8.9,6.29
14277,9,8.55,7.85,13.95
168,5,9.7,10.75,13.89
4229,14,6.55,10.47,8.67
12505,15,8.09,11.85,9.52
2886,11,9.35,14.16,8.05
17133,12,10.65,10.72,6.38
8826,10,10.87,9.23,10.14
16821,6,14.45,5.38,14.52
13744,6,9.67,6.66,14.43
19429,11,14.73,10.93,6.33
12230,15,5.34,7.86,10.96
4309,10,7.33,13.95,13.06
8890,14,13.39,6.56,9.25
11234,7,11.49,13.82,13.4
9483,8,7.24,13.85,13.32
10339,8,14.13,14.96,8.02
11487,9,14.54,10.74,6.58
9580,6,5.39,8.89,13.01
7687,15,13.89,5.48,10.12
7125,15,7.37,8.59,8.1
14748,12,11.8,5.8,5.07
12644,6,10.78,8.71,6.14
3662,6,10.1,6.66,9.81
6027,8,8.19,14.85,14.34
5235,13,14.3,5.7,9.29
226,12,14.92,7.41,7.91
18778,15,10.1,6.95,13.1
7726,14,7.05,5.18,11.95
2748,8,13.05,13.28,6.42
3444,5,10.77,7.22,12.59
18786,11,8.01,11.95,6.85
2105,6,12.94,8.19,12.62
7084,12,8.62,8.22,10.7
6290,11,5.83,10.79,12.02
2351,8,8.51,11.76,6.83
10311,13,9.08,12.03,9.36
7597,12,8.57,9.46,14.57
187,9,5.71,7.69,11.56
12135,13,9.82,6.12,6.98
8307,12,6.9,6.39,12.53
6654,7,6.82,9.53,10.82
12137,12,12.45,13.48,13.03
9584,8,9.72,12.98,9.1
2355,8,7.96,7.16,8.87
5395,11,8.73,12.28,12.21
4614,7,6.0,12.41,14.29
5242,11,10.75,7.94,9.91
14913,9,7.93,6.35,9.43
7067,9,9.01,7.62,12.34
19032,7,9.23,5.07,5.53
7080,11,14.25,8.12,6.92
11387,15,6.08,10.07,11.11
363,14,7.66,13.28,6.86
15245,10,8.95,12.05,8.75
3474,15,7.02,10.22,7.55
12318,14,6.86,12.37,13.87
13484,11,9.39,7.27,9.59
9330,5,13.68,10.21,7.45
7763,8,6.61,12.97,5.21
2567,7,9.54,14.74,13.9
3509,14,6.19,12.44,12.0
9350,8,13.52,14.78,11.66
5604,7,14.54,14.19,12.29
5197,10,7.61,6.81,8.02
13348,11,8.04,5.55,10.38
1068,8,11.98,12.96,13.94
14037,7,9.97,8.32,8.5
13077,8,11.59,8.73,8.57
374,9,11.0,10.49,14.29
3197,5,6.8,14.65,12.24
13390,14,7.1,7.15,12.03
14961,15,13.01,8.98,9.78
13053,6,14.06,7.26,9.46
19869,7,9.11,9.55,10.57
1930,11,10.22,5.0,10.5
17841,7,10.88,6.15,7.63
18040,7,11.29,14.73,13.37
17648,9,9.81,8.6,5.67
15423,14,7.38,6.45,10.65
9683,5,8.22,12.68,5.61
3494,6,7.83,9.16,14.59
547,8,14.49,10.29,9.26
4947,8,10.84,14.0,8.92
12558,9,9.24,7.23,5.43
15175,9,7.54,12.64,13.77
7163,9,7.47,11.82,10.8
16825,10,14.22,13.13,9.13
3521,15,10.42,5.86,5.05
11543,10,12.94,7.87,11.31
642,8,14.56,7.81,7.5
6826,11,14.04,5.6,5.27
12770,6,8.88,7.05,10.18
12754,6,13.6,14.77,7.07
1497,6,13.99,10.0,5.26
15470,9,10.5,12.38,9.78
13818,10,9.3,12.41,6.5
3640,8,14.76,10.18,11.63
13197,13,12.88,12.26,10.5
15378,8,13.15,5.36,10.31
12819,15,12.81,14.12,12.12
11589,9,8.97,12.68,6.05
14944,15,7.21,6.9,14.15
4237,12,13.27,12.37,9.81
18408,13,11.45,9.97,14.73
11699,12,11.81,6.85,8.62
10763,8,12.9,14.46,13.09
16947,5,14.76,11.38,11.42
19521,14,12.05,7.5,6.09
2135,7,6.6,6.05,10.57
19718,7,6.14,14.7,12.76
19140,11,12.11,13.43,10.36
